0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.096639596,-1.8630278,1.4577646,1.0186982,-1.1807853,-0.40052933,-0.3769434,0.13057646,0.38679862,0.23711908,-0.3373891,-1.0225611,-0.8077668,-1.3103641,0.25403136,1.1891568
-0.8065497,-1.4514039,0.9992849,0.66214764,0.28379455,0.13301565,0.2579697,-0.8044327,-0.5485571,0.6210467,0.49022448,-0.7563027,-0.29336286,-0.95605475,0.92876434,1.1186203
0.5553751,0.13598053,-1.097878,0.18135557,0.5266565,1.7304579,1.0568886,-0.14258868,-0.15128057,0.14099166,1.2991594,-0.9689361,0.67407477,1.0618923,1.3130699,-1.5025631
-0.20818919,0.069072425,0.89794976,-0.29498112,-0.21707271,-0.21520026,1.2843982,0.39732414,-1.1072645,-0.5112656,0.45764902,0.55069953,-0.27245232,0.103697024,-0.8337754,1.1551853
0.35581428,0.33517116,-0.4480761,0.46003923,-0.50103146,1.9302553,-0.32273918,-0.17582808,0.21610822,0.35902932,0.54039466,1.8194035,-0.5798489,-0.19463266,0.27614647,0.25528425
0.36324376,0.17643389,-0.42165363,0.34609795,-0.32346055,2.6711185,-0.3559358,-0.22614017,0.24523969,0.39387017,0.8804707,2.0538688,-0.5022459,-0.33870572,0.22159709,0.07837378
-0.23399931,-0.21378256,0.71624345,0.61961824,-1.1633651,-0.33631727,-0.9222104,0.5686633,-1.374167,0.7278086,0.32700884,0.9942383,-0.612169,-0.75879353,1.0519195,-0.35305566
-1.8050059,-0.5014051,-0.46432927,-0.24831964,-0.17294312,0.32303086,0.33127218,-0.028766572,0.98762494,-0.0011448421,-0.11576115,0.51000214,0.12525462,0.22770086,0.3239633,-0.054586362
-0.6359581,-0.26970482,0.23285246,-0.4902639,-1.2266148,0.37946922,-1.1468933,-0.0027290524,0.40758651,0.65109557,0.88939804,-2.1927905,0.353416,0.8398458,-0.5133426,1.4768348
-0.33877414,0.22106835,0.25867152,0.40392223,-0.691837,-0.6171689,0.6350835,-0.7789762,-0.45542118,-0.16404076,0.8089861,-0.25988346,-0.9795211,-0.30456766,0.9347379,0.19531837
-0.3059636,-0.1117562,-0.018487789,-0.9917323,1.0502088,0.603169,0.1517789,-0.45462617,-0.80640197,-0.86791724,-0.1436813,0.8521195,-0.4740706,0.6199895,1.5041007,0.6273494
0.5372418,-0.08883,-0.10029554,0.2577706,-0.059830885,3.4874592,-0.14513476,-0.14107895,0.47087434,0.22502524,1.0656099,2.326596,0.0805877,-0.2827348,-0.2354728,-0.014679229
-0.16648589,-1.284325,-0.64582103,-0.035034023,-0.37190524,0.5971914,0.81709564,-1.4065758,0.24516526,0.53202784,-1.2650696,1.3369265,-1.2314243,0.0193988,-1.4483111,-0.8115861
-0.31491464,-1.2778914,0.53673404,0.32108256,-1.1949686,0.68588126,0.045242425,-1.5118896,0.42841625,0.7976524,-0.3046375,-2.0557795,-0.20743161,-1.0508308,1.0203319,0.644819
-0.3517791,0.8739908,-0.59450376,-0.17775947,0.22527437,-0.29639435,0.37282398,0.58131313,0.5724372,0.051637042,-0.09724222,0.39147386,-0.17698054,-0.29816365,0.21506922,-0.07663463
-0.5882444,-1.4933712,0.6006864,0.8213319,1.2804027,0.8713778,0.22833799,-0.35566875,-0.88095015,0.22905715,-0.37371048,0.39275903,-0.40341252,-0.6746143,1.6161112,0.3161111
0.6605044,0.008628665,2.2653987,-0.3832811,-0.15937696,1.6564639,-0.61734116,0.4765586,1.9959264,-0.5290316,0.14522919,-0.09066412,0.9279753,0.11839437,-0.3645619,0.43076676
0.83383715,-0.09222306,2.616319,-0.5708619,-0.788087,1.4688541,-0.2419702,0.64202476,2.0551872,-0.6728047,0.23840222,0.11140114,0.7352484,-0.09744602,-0.3422747,0.3358557
-0.9687403,-1.0328895,-0.8156563,-0.8701979,0.87283444,-0.14463694,-0.18355179,-1.1313221,-0.17136826,0.5665253,-0.5998769,0.8793652,-0.9650336,0.56347954,-0.70761335,0.109482564
-0.09314877,-0.42152637,0.96385616,-2.2717702,-1.1929557,1.8042927,-0.8015184,-0.3556716,-0.2578898,-0.20179926,-0.35261703,-0.5144178,0.12646323,0.630083,-0.80107915,-1.1896893
-0.28198996,-0.9900915,0.22457235,-0.8351503,0.55765176,0.040411014,-0.90939134,-0.5461171,0.81101155,1.5203367,-0.29726556,1.1076561,0.71007186,-0.17108424,0.52701086,-0.3286325
0.7215406,-0.4148419,-0.8728273,0.16209918,-0.33180696,2.0840173,0.6534158,-0.7063145,-0.085960805,-0.15326962,1.1265256,-0.1365743,0.67582184,1.0246006,0.9072367,-1.7123797
-0.60060614,-0.20144156,0.20514709,-0.48518357,-1.1893318,0.3599347,-1.0572909,-0.030959925,0.34652835,0.67040956,0.83690906,-2.1424122,0.30170146,0.8382205,-0.45635983,1.4248778
1.1306456,0.34123337,-0.21169059,-1.2833666,-0.8969704,1.0503378,-0.83102566,-1.9241483,-0.081393555,0.46662423,-0.028574673,-1.0528029,-0.13204613,-0.8571248,0.2329071,-0.013033443
0.55966693,-0.5525196,-0.5993881,0.20352258,-0.2722485,1.9176956,0.3026428,-0.5399615,0.1649068,-0.32507834,1.0156493,-0.04668279,0.71550965,0.74258775,0.8129261,-1.5345917
0.3830065,0.71548843,0.13035394,0.04974112,0.59837484,3.0897512,0.21806674,-0.2405341,0.58599997,0.04942551,0.9879428,2.0633798,0.13300851,-0.3249102,-0.4343735,-0.038451254
0.5762298,0.43903697,0.2508197,-0.81893355,-1.3227447,0.698376,-0.24500877,-0.22212309,-0.1598825,-0.30378008,-0.5347279,-1.2528015,0.77281,0.30932358,0.5353838,0.53048974
-1.2779739,0.5417784,0.49544162,1.2841314,-1.1209126,0.7531716,-1.0343924,1.024059,-1.4239638,1.150039,0.5437458,-0.06848371,0.56722003,-0.7763906,0.17299306,-1.1761274
0.48524868,-0.06871694,-0.054379538,0.19765154,-0.06587022,3.2710652,-0.14152771,-0.0955722,0.4015188,0.21601427,0.9686711,2.1638312,0.021748502,-0.240739,-0.16921282,-0.023134032
0.31886604,0.5309649,0.70110136,0.74293983,-0.22453278,-0.48664474,0.7125813,-0.7064517,0.4210284,0.17810307,-0.2185263,0.29642954,-2.2121432,-0.19907743,0.6548306,0.34299332
0.5391239,-0.6323572,-0.7197764,0.026710546,-0.3667876,2.2694147,0.45191061,-0.7621943,0.015630862,-0.28009894,1.1002879,-0.12044893,0.56631184,0.9361924,0.827858,-2.0075383
-0.056962226,1.2156516,-0.35451505,-0.58889234,-0.19496216,0.61207974,-0.4996367,0.32001016,-1.0009699,0.2935202,0.09156157,0.87566066,0.31544408,-0.79497355,-0.16817987,-0.72297317
-1.964315,0.72515386,-0.5115159,0.5025416,-1.068198,-1.4327987,0.31278953,0.44612992,0.2918716,-0.059802655,-0.70236486,-0.8996072,0.52109164,0.10568657,0.5908152,-0.032122485
-0.73193717,0.03834579,-0.16766723,-0.6829442,-0.013124473,-0.53828156,-1.1181407,0.12303208,0.08685816,-0.48063433,1.2247407,0.2403694,-2.4422464,-0.6508509,1.1508974,-1.7269726
-1.9159825,0.78746676,-1.8057199,-0.8986955,-1.1643312,1.0413392,-0.13386092,-0.37387225,0.357976,-0.2866411,0.042841014,0.94789016,0.71840715,-0.49708605,0.44283092,-0.3986562
-0.13189371,0.2512869,0.07908101,0.3290959,-0.3425997,2.9359756,1.0991945,-0.23240267,1.8180257,0.2754104,0.37331197,-0.41303328,0.015541824,-0.05460011,-0.083220124,-1.7377071
-0.3414734,-0.33620313,-0.8084238,-0.99137914,0.14590774,-0.6140985,-1.049736,-0.44113362,-1.4790192,-0.7296621,0.1291797,1.0083282,-0.45909595,-0.70070714,1.3641409,0.24508442
-0.8654069,-0.3980129,-0.61366975,-1.2940984,0.4600527,-0.00565608,0.092422426,-0.8592196,0.7993279,-0.64294994,0.22812381,-0.91769767,-2.4242535,0.051610358,-0.17596649,-0.070857026
-0.12426454,-0.48909718,-0.82726115,-0.9416663,-0.77919805,0.6505689,0.30891544,-0.23138992,-0.76204693,0.3109592,-0.6235345,1.3740377,-0.8551304,-1.1275089,-0.2574482,-0.9112585
0.19826505,0.24629745,0.19813399,0.056626577,-0.31265515,0.41714004,1.0669563,-1.9389355,0.16914617,-0.010800331,-0.42864746,-0.041388717,-1.1553016,0.47891542,0.1723051,0.005346604
-0.6075907,-0.2842459,0.2539742,-0.5228568,-1.263151,0.3857829,-1.140269,0.013823176,0.38185945,0.6207493,0.9219032,-2.2184782,0.39182884,0.8076275,-0.5284929,1.4856281
-3.6184714,-0.24938346,-0.7927948,0.032834202,-0.27162132,-0.28972182,0.24358028,0.043080952,1.587989,-0.17512104,-0.29597557,0.15301982,0.20033747,0.35783458,0.5940279,-0.26782432
-0.0915776,0.08639873,0.33176607,-0.48533475,-0.26528874,2.5428436,1.7140571,-0.2690162,1.6005313,0.15646419,0.6636749,0.2327569,0.1678692,0.16088668,0.060166,-1.8107885
0.98667616,-0.45797685,0.7374847,-1.4778388,-0.5348812,0.32442352,0.07453564,0.49608827,0.25892952,2.3827865,0.960495,0.9513909,0.062303968,0.15375727,-0.2923564,0.5575681
0.7235406,0.21231622,-0.62154615,0.16838714,1.003366,0.01571345,-0.93205684,0.6446545,-0.65032643,-0.35574925,-0.8388952,-1.0185095,-1.3336203,0.8134561,-1.3197937,-1.8463252
0.46776754,0.111123726,-0.96595,0.1495344,0.46057257,1.562223,0.90823734,-0.15469134,-0.10346018,0.12627117,1.1392739,-0.8389083,0.58248234,0.9609437,1.1981548,-1.3726856
-0.1973307,-0.5294242,0.13476494,0.14724736,2.0078914,-0.09859637,0.49437508,-0.3387712,0.024140868,0.29532298,-1.266368,-1.4791312,0.029651785,0.37718254,-0.9590464,0.13389708
0.34630132,1.5039917,-0.08573131,0.18755846,0.7113799,0.2810207,-0.056570996,-0.25797993,-1.4491038,0.7098055,-1.3566347,0.14033294,-0.6593749,-1.5431889,-0.3109393,-1.1489549
0.2104654,-1.3521956,0.6114985,-1.2983855,0.6141291,0.03733146,-0.9232224,-0.75269026,1.0208564,2.2913835,0.04903287,1.8385159,0.16628055,-0.23052119,0.10902547,-0.61441636
0.7501145,-0.54081976,2.4657204,-0.38825044,-1.0988481,1.2752229,-0.05937301,0.8107702,2.1572254,-0.44313335,-0.17202364,0.36069766,0.86025953,-0.3522624,-0.010017273,0.24394004
0.061114766,-0.6871634,-0.27474663,-2.1684084,0.98043627,0.87427187,0.4380276,0.8441124,-0.35398936,-0.9070693,0.45600826,0.5713813,0.749558,-0.33303815,1.6268724,0.5433469
0.35243285,0.22906016,0.9074309,-1.583863,-0.5912836,-0.063280135,-1.3415674,-1.2299646,-1.0125464,0.06625803,0.7462413,-0.5352971,0.2848203,0.7350242,-0.03406398,-0.8685508
-1.6954525,-0.22479224,-0.36492875,0.921053,0.26320535,1.5638218,-0.65808755,0.4584404,0.9161741,-0.55574816,0.82712066,-1.306264,-0.49241486,-0.26889098,0.96939015,-0.4282026
-0.84405535,-0.004111365,-0.2025081,-0.5234709,-1.1596441,0.32404548,-1.421265,-0.2174722,0.104427084,0.54647154,1.1207376,-2.4330993,0.5019247,0.7944871,-0.3541044,1.6484158
0.5310587,-0.030487182,-0.06804642,0.1820634,-0.040522918,3.7505364,-0.09862622,-0.102456056,0.445301,0.2750319,1.0973903,2.4523766,0.027331958,-0.24725087,-0.17928272,-0.06112299
-0.4938045,-0.21057707,-0.2135331,-0.88386077,-0.45895728,-0.06169634,-1.5626198,-1.1670129,-0.055255275,0.9879666,0.68367857,-1.4273535,0.58631194,0.54353595,-0.3895768,1.4002279
0.4701151,1.6654797,0.007987568,0.23382226,0.91949147,0.122952625,0.04173048,-0.23710552,-1.646846,0.703817,-1.4207038,-0.010647804,-0.75182104,-1.7120917,-0.3230082,-1.2087874
0.26355082,0.5400535,0.31916425,0.12346953,-0.25316495,-0.008838406,1.6027459,-2.9351432,0.4809455,0.011692688,-0.6837792,-0.07456336,-1.7254348,0.09631181,0.11015883,0.032356653
-0.25806364,-0.84040654,-0.6839898,0.2010385,-0.029930122,-0.08540456,-0.17263661,-0.8994861,0.25985909,1.0490606,-1.483771,1.4091015,-0.592514,0.19784121,-1.1202577,-0.8927731
-0.67927325,-0.25623775,0.2448532,-0.55722374,-1.3138367,0.3806507,-1.1957726,-0.034934305,0.39094707,0.703806,0.9485807,-2.3519983,0.39024356,0.8860953,-0.5279152,1.5337743
0.1613373,0.6165668,-0.5248552,-0.71869314,-0.23306584,1.4106814,-0.8739331,-0.27572545,-1.1889484,-0.5322384,0.535525,0.484431,1.0782341,-0.083423845,0.43374106,-1.5672001
0.082811184,-0.102570936,0.12914927,-0.3837859,-0.3383335,2.0235703,1.0762262,-0.70547473,0.12415631,-0.22957106,0.84242326,-0.053932615,0.64656055,0.03741691,0.27243695,-1.6933784
0.52433664,-0.0056557655,-0.8130725,0.09714029,0.27764264,1.6440318,0.81121916,-0.33509314,-0.055763654,0.021526482,1.0821847,-0.6891472,0.5316148,0.9488551,1.0994288,-1.4283234
0.2623651,-0.26528394,-0.4057789,0.3820926,0.20396304,1.6900586,0.44293264,-0.6913614,0.26738906,-0.46267793,0.8787294,0.25227827,0.47151434,0.8627519,0.49736995,-1.5232913
0.41843507,0.83603233,0.10262456,0.037267342,0.7311578,3.092348,0.18448943,-0.2140812,0.62863225,0.029722631,0.984912,2.092302,0.1349719,-0.3727657,-0.42981797,-0.036112204
-0.21601963,-0.53070885,0.12575151,0.09011773,2.1668286,-0.10748096,0.58149093,-0.42467234,0.049152702,0.28250614,-1.4038742,-1.6557255,-0.053147692,0.43433443,-1.0018313,0.09774719
0.34882486,-0.24939412,-0.44279873,0.1393635,-0.04047589,1.0787348,0.36212793,-0.36332184,-0.07229118,-0.21592171,0.6756126,-0.22121103,0.37997508,0.6164754,0.5569762,-0.9485955
-0.14271079,-0.9623218,0.6629537,0.041288037,-1.0858835,0.369184,0.0037169927,-1.3505386,0.21499659,0.5605307,-0.08431687,-1.4322126,-0.33887243,-0.7913801,0.79758584,0.53004384
-2.9581814,-0.5847358,0.0607466,0.10840897,0.185767,0.47419974,-1.0874904,0.7969212,1.0018532,-0.0042529707,0.22799854,-0.79420865,0.626645,-0.33199805,1.4213386,-1.4696422
0.031905685,0.21814302,0.24718614,-0.13730359,-0.02655538,2.8722792,1.9234778,-0.1923814,2.067863,0.079334974,0.5283404,0.063932605,0.059327107,-0.16879852,-0.22677231,-1.9190995
-0.20184474,-0.5144672,0.64206254,-1.3913394,0.4450961,0.9167763,0.7984593,0.34633595,-1.2012457,-0.2321989,1.0246463,0.88882464,0.27629045,-0.3891508,1.0105804,0.40766656
0.33494574,-0.7883087,0.16114502,-1.6233866,1.0187467,0.9790696,0.8472256,0.15645996,-0.8086148,-0.7926876,0.7417042,0.92713416,0.46841526,-0.049373917,1.1739553,0.3121634
-1.4342148,-0.20778756,-0.090256654,-0.7364971,-2.3975363,0.74836427,0.3918612,0.5631171,-0.15175237,-0.7121777,-0.050477736,-1.5239388,0.29500517,-0.38552204,0.49146378,-1.4532363
0.7934213,0.8699296,-0.39929974,-0.51417077,-0.05114404,0.28925702,-0.08229588,0.38720137,-0.59810466,0.002330855,-0.29765084,0.7513884,0.3774972,-0.58995235,0.09811046,-0.5301792
-0.021402469,-0.6759428,0.6656469,-1.0603298,0.8677588,0.85694605,0.76334524,0.16707696,-0.97978514,-0.4783491,0.984472,0.7562432,0.28337193,-0.007359958,1.1246613,0.6325917
0.22661608,0.42139992,0.27734315,-0.09746548,-0.114685975,-0.09310325,1.3165613,-2.5806541,0.5482658,-0.03287367,-0.83012235,0.06191455,-1.5320648,0.23963587,0.06983881,0.12285106
-0.34955773,-0.010489213,0.0057203122,-0.9416334,1.168938,0.56282115,0.11986011,-0.44560954,-0.73925805,-0.8696656,-0.21789204,0.8601991,-0.5446713,0.658381,1.5517069,0.64049757
0.5416168,-0.060290128,-0.10874718,0.23850392,-0.09338083,3.4120572,-0.16418007,-0.12705877,0.43266428,0.22850686,1.0050337,2.2931478,0.010414091,-0.27769244,-0.19841686,0.02638021
0.035292737,-0.6786808,-0.95957756,0.1844086,-0.13775675,1.4919682,0.4360777,-0.4933427,0.002884776,-0.40264574,0.55021435,0.20961685,0.61379087,1.0899969,0.7564105,-1.4948273
0.011576961,0.242015,0.24324942,-0.092191264,-0.027284075,2.7228775,1.838822,-0.15731499,2.0097132,0.048328556,0.5281442,0.057584215,0.005103714,-0.20086615,-0.2007864,-1.8190011
0.25615573,0.107827,0.44658962,-0.49881953,0.6033514,-0.5572359,-0.61264706,-1.5737225,-0.18330005,0.9291593,1.1400825,0.27129894,-0.44246736,-0.08604901,-0.00090374815,-0.5805737
-0.29788855,-0.63856184,0.11441182,0.10364055,2.5230093,-0.101227164,0.66942924,-0.5087205,0.04537134,0.29875666,-1.6231201,-1.900173,-0.05892165,0.51492363,-1.1704242,0.107670374
0.36959445,-0.5658377,0.03507061,0.5364293,-2.8129413,0.32274494,1.1981679,1.007574,-0.88757074,-0.7709398,0.13477746,-1.3196915,0.23131044,-0.42972696,-0.61503655,-0.58973247
0.42862073,1.5870472,0.17087817,0.18681905,0.7525054,0.17407714,0.10264449,-0.26630703,-1.4637959,0.79239166,-1.2902097,0.049435142,-0.7256589,-1.6439595,-0.13214664,-1.0740255
0.75939745,-0.8618266,-0.58692455,-0.18528485,-0.9291886,-0.97133607,0.3946049,-1.4406387,-0.37901077,-1.0143895,0.52893,0.5688273,-1.9136305,-0.69749,0.26041627,-1.0188744
0.6148912,-1.2458642,0.62648386,0.12698483,-0.17145391,-0.59990096,-0.2574701,0.68410325,-0.035306707,0.5752279,0.27125975,-0.47099894,-0.76043576,-0.72162795,0.06171323,1.0110637
0.6040577,0.58744705,1.3837699,-0.048540358,-1.5497435,1.6357833,-0.08045811,-0.49873906,-1.2905756,-0.54368633,-0.28489104,-0.65540284,0.5879528,0.5992473,0.31351817,-1.0786867
0.021979492,-0.77212036,-0.11164181,-1.2301757,0.14836536,-0.49419126,-1.3128814,-0.2935442,0.8730586,1.6690905,-0.24463342,0.6129512,0.064554885,-0.29811218,0.56080204,-0.2755837
-1.2270205,-0.36689886,-0.7225835,-1.6528697,0.5049765,0.06288197,-0.027881783,-1.1792012,0.6822844,-0.7386769,0.3288292,-1.1924424,-2.6352682,0.23462433,-0.333739,0.032535017
0.8853862,-0.17220625,2.557892,-0.5097927,-0.4988685,1.7724643,-0.52502555,0.44111535,2.2445476,-0.5613273,0.30173296,-0.10728516,0.94115436,-0.19470344,-0.32288915,0.2737457
